Title,Name,Type,ID,Sub. Organization,Full Organization Name,Sector,License,Security Class,View Audience,Download,Record Publish date,Record Last Modified,Description,Resource Status,Resource URL,Format,Resource Name,Resource ID,Resource Type
BC Finance - Budget 2015,bc-finance-budget-2015,Dataset,a71b090a-1add-4bf0-8c91-82ab1d381564,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-05-06,Province of British Columbia Budget and Fiscal Pla...,completed,http://pub.data.gov.bc.ca/datasets/a71b090a-1add-4bf0-8c91-82ab1d381564/,xlsx,Directory of BC Finance - Budget 2015 files,4af33d36-df42-4cdf-b187-43c4a4369bf3,Data
BC Finance - 2014 Financial and Economic Review,bc-finance-2014-financial-and-economic-review,Dataset,5f077b3b-13cc-4763-9a04-76289cf1f7a1,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-05-04,Province of British Columbia 2014 Financial and Ec...,completed,http://pub.data.gov.bc.ca/datasets/5f077b3b-13cc-4763-9a04-76289cf1f7a1,xlsx,2014 Financial and Economic Review,ac3c5ecd-8f4b-48b4-a44d-e30efd9a078e,Data
BC 2014-15 Second Quarterly Report Tables,bc-2014-15-second-quarterly-report-tables,Dataset,79e7696e-dd7c-443c-85e1-13b89c2b807d,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-04-01,Eighteen tabular presentations of budget items for...,completed,http://pub.data.gov.bc.ca/datasets/79e7696e-dd7c-443c-85e1-13b89c2b807d/,xlsx,BC 2014-15 Second Quarterly Report Tables,fa5fd358-bfb5-4cf9-8c01-510439c8aed5,Data
BC 2014-15 First Quarterly Report Tables,bc-2014-15-first-quarterly-report-tables,Dataset,f2f5bc68-dffe-471d-94af-fa4bcde23709,767ab456-e63f-4118-8d0c-e1611f9cbcf0,"Ministry Of Finance, Treasury Board Staff",Finance,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-08,2015-04-01,Thirty two tabular presentations of budget items f...,completed,http://pub.data.gov.bc.ca/datasets/f2f5bc68-dffe-471d-94af-fa4bcde23709/,xlsx,BC 2014-15 First Quarterly Report Tables,83995ca7-591b-4950-a189-d225ee55a833,Data
BC Schools - Satisfaction Survey - Preparation for the Future - Parents of secondary school students,bc-schools-satisfaction-survey-preparation-for-the-future-parents-of-secondary-school-students,Dataset,f12e7e45-6c1d-45c9-9f4e-9830746c9a97,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/PreparationForTheFutureSecondaryParentsHist.txt,txt,PreparationForTheFutureSecondaryParentsHist.txt,0204fbe5-e258-4a36-b705-90ee1b3c53a1,Data
BC Schools - Satisfaction Survey - School Environment - Parents of secondary school students,bc-schools-satisfaction-survey-school-environment-parents-of-secondary-school-students,Dataset,edef5be9-332a-4b36-a149-16cf49beca40,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentSecondaryParentsHist.txt,txt,SchoolEnvironmentSecondaryParentsHist.txt,45c59710-b705-4ba8-84bc-20ebbb5f25f5,Data
BC Schools - Satisfaction Survey - School Environment - Grade 10 Students,bc-schools-satisfaction-survey-school-environment-grade-10-students,Dataset,e4988987-bee2-47d9-bbd0-26043fec4105,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentGr10StudentsHist.txt,txt,SchoolEnvironmentGr10StudentsHist.txt,dc541624-66db-433a-ab72-8310822e945f,Data
BC Schools - Satisfaction Survey - Safety - Grade 10 Students,bc-schools-satisfaction-survey-safety-grade-10-students,Dataset,e28ec14e-97d6-476c-a69a-e17992bf9ea6,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyGr10StudentsHist.txt,txt,SafetyGr10StudentsHist.txt,286b24a8-3955-4422-8a5a-84a50330445d,Data
BC Schools - Satisfaction Survey - Alternate Responses - Staff,bc-schools-satisfaction-survey-alternate-responses-staff,Dataset,e0e27194-af67-4f35-9bd5-8a794d1dd803,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AlternateResponsesStaffHist.txt,txt,AlternateResponsesStaffHist.txt,638cc89d-fcd4-4473-a157-d55d6d579578,Data
BC Schools - Satisfaction Survey - Human and Social Development - Grade 10 Students,bc-schools-satisfaction-survey-human-and-social-development-grade-10-students,Dataset,dbd4bc0a-bf03-4bab-9fd0-4dd6a3f85165,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentGr10StudentsHist.txt,txt,HumanAndSocialDevelopmentGr10StudentsHist.txt,d3217225-3ef7-4297-9401-374208a01422,Data
BC Schools - Satisfaction Survey - Preparation for the Future - Grade 10 Students,bc-schools-satisfaction-survey-preparation-for-the-future-grade-10-students,Dataset,d98ecc90-b0d8-45d1-8231-b8e8e6a80446,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/PreparationForTheFutureGr10StudentsHist.txt,txt,PreparationForTheFutureGr10StudentsHist.txt,29978ef6-dc66-4d4e-8ffe-88fd8b18fc03,Data
BC Schools - Satisfaction Survey - Safety - Grade 12 Students,bc-schools-satisfaction-survey-safety-grade-12-students,Dataset,d5b60cfb-ab77-457c-823b-f33dbb4d911f,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyGr12StudentsHist.txt,txt,SafetyGr12StudentsHist.txt,35f4a76a-f519-4111-9d13-edd190c17df2,Data
BC Schools - Satisfaction Survey - Alternate Responses - Grade 10 Students,bc-schools-satisfaction-survey-alternate-responses-grade-10-students,Dataset,d3695116-6a24-4164-93fd-91317c12f9ad,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students alternate responses to Satisfact...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AlternateResponsesGr10StudentsHist.txt,txt,AlternateResponsesGr10StudentsHist.txt,ae4bbe69-a199-4a21-acff-f83c0716fec0,Data
BC Schools - Satisfaction Survey - Safety - Parents of secondary school students,bc-schools-satisfaction-survey-safety-parents-of-secondary-school-students,Dataset,d08cf7f1-bee8-4ccf-b313-b0345db9495b,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetySecondaryParentsHist.txt,txt,SafetySecondaryParentsHist.txt,bf61aa94-2f01-4ef5-9fa5-91934a1f6eed,Data
BC Schools - Satisfaction Survey - Achievement - Parents of elementary school students,bc-schools-satisfaction-survey-achievement-parents-of-elementary-school-students,Dataset,c83b9018-872e-46d9-9756-aed21d7e0e00,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students responses to...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AchievementElementaryParentsHist.txt,txt,AchievementElementaryParentsHist.txt,21265487-6463-4ca0-a123-3d937c699dc6,Data
BC Schools - Satisfaction Survey - Human and Social Development - Grade 7 Students,bc-schools-satisfaction-survey-human-and-social-development-grade-7-students,Dataset,c3a6cee4-5d45-4e83-a989-39975effeb10,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 7 students responses to Satisfaction Survey ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentGr7StudentsHist.txt,txt,HumanAndSocialDevelopmentGr7StudentsHist.txt,99ef1e1b-e7b0-4b68-b5d5-726c8152e186,Data
BC Schools - Satisfaction Survey - Human and Social Development - Staff,bc-schools-satisfaction-survey-human-and-social-development-staff,Dataset,bb878ea1-68da-4b22-88e5-5ef05fb25d0b,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentStaffHist.txt,txt,HumanAndSocialDevelopmentStaffHist.txt,2eb1c261-a9f2-4dc4-aedb-efa0ca637496,Data
BC Schools - Satisfaction Survey - School Environment - Staff,bc-schools-satisfaction-survey-school-environment-staff,Dataset,baf26ee1-caca-4805-ba4a-e95b85466eea,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentStaffHist.txt,txt,SchoolEnvironmentStaffHist.txt,a96c883f-0ee3-49ae-9dd5-10427a926855,Data
BC Schools - Satisfaction Survey - Human and Social Development - Grade 12 Students,bc-schools-satisfaction-survey-human-and-social-development-grade-12-students,Dataset,b8e2c01a-829f-4c55-ac01-9f76be3ee046,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentGr12StudentsHist.txt,txt,HumanAndSocialDevelopmentGr12StudentsHist.txt,daeb3983-35e2-43ac-8d82-90aaeb1cfcd1,Data
BC Schools - Satisfaction Survey - Parent Involvement - Parents of elementary school students,bc-schools-satisfaction-survey-parent-involvement-parents-of-elementary-school-students,Dataset,b5a7fdfc-41e8-4919-a509-b72333cf8dfc,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students responses fo...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/ParentInvolvementElementaryParentsHist.txt,txt,ParentInvolvementElementaryParentsHist.txt,a30b3ea7-1aef-43c2-ad2b-a13fdbf42e3a,Data
BC Schools - Satisfaction Survey - Preparation for the Future - Grade 7 Students,bc-schools-satisfaction-survey-preparation-for-the-future-grade-7-students,Dataset,9fdcb20c-058d-43e9-9b08-6d0163b3f1c5,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 7 students responses to Satisfaction Survey ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/PreparationForTheFutureGr7StudentsHist.txt,txt,PreparationForTheFutureGr7StudentsHist.txt,58ad0034-4108-4a1e-8f48-f82969fec2d4,Data
BC Schools - Satisfaction Survey - School Environment - Grade 7 Students,bc-schools-satisfaction-survey-school-environment-grade-7-students,Dataset,96df2b27-3eb5-4ffa-b337-beedc8db47d8,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 7 students responses to Satisfaction Survey ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentGr7StudentsHist.txt,txt,SchoolEnvironmentGr7StudentsHist.txt,deb44ea8-d39c-4e2f-9573-4980a4e2b8a7,Data
BC Schools - Satisfaction Survey - Safety - Grade 3 and 4 Students,bc-schools-satisfaction-survey-safety-grade-3-and-4-students,Dataset,957fd9d7-4073-4cbc-a8ce-bd48eff22501,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 3 and 4 students responses to Satisfaction S...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyGr3-4StudentsHist.txt,txt,SafetyGr3-4StudentsHist.txt,0efdbeef-ac2f-446e-8fe4-a723dffea3f0,Data
BC Schools - Satisfaction Survey - Alternate Responses - Parents of elementary school students,bc-schools-satisfaction-survey-alternate-responses-parents-of-elementary-school-students,Dataset,92b5c612-8f2f-4dce-86db-0dbbcb867275,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students alternate re...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AlternateResponsesElementaryParentsHist.txt,txt,AlternateResponsesElementaryParentsHist.txt,5f420147-c2b1-4230-9b88-97b70985e9c8,Data
BC Schools - Satisfaction Survey - Parent Involvement - Parents of secondary school students,bc-schools-satisfaction-survey-parent-involvement-parents-of-secondary-school-students,Dataset,8760161b-471c-41d4-9cae-b55abb6e1f4a,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/ParentInvolvementSecondaryParentsHist.txt,txt,ParentInvolvementSecondaryParentsHist.txt,104409ec-c680-4850-8bc6-9e6e16f0edfb,Data
BC Schools - Satisfaction Survey - Health - Parents of secondary school students,bc-schools-satisfaction-survey-health-parents-of-secondary-school-students,Dataset,820d2381-faa6-41b8-a0bc-d52fc7ab2785,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HealthSecondaryParentsHist.txt,txt,HealthSecondaryParentsHist.txt,5d7a1978-c07d-44f2-8eb4-99dce460d430,Data
BC Schools - Satisfaction Survey - Preparation for the Future - Grade 12 Students,bc-schools-satisfaction-survey-preparation-for-the-future-grade-12-students,Dataset,81959083-8104-4015-b4ba-1144ae0c607f,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/PreparationForTheFutureGr12StudentsHist.txt,txt,PreparationForTheFutureGr12StudentsHist.txt,201dcae5-805f-4e57-9470-e5833fe42454,Data
BC Schools - Satisfaction Survey - School Environment - Parents of elementary school students,bc-schools-satisfaction-survey-school-environment-parents-of-elementary-school-students,Dataset,810c5ce8-9301-4b90-a8fb-36daf0e861cf,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students responses fo...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentElementaryParentsHist.txt,txt,SchoolEnvironmentElementaryParentsHist.txt,54a3f9fa-9aaf-4464-b9ed-85c16a9b67cf,Data
BC Schools - Satisfaction Survey - Parent Involvement - Staff,bc-schools-satisfaction-survey-parent-involvement-staff,Dataset,81060bf1-e107-424c-bbbf-c41e911e7cc1,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/ParentInvolvementStaffHist.txt,txt,ParentInvolvementStaffHist.txt,9707648e-825d-45d2-868c-3f3b368ab142,Data
BC Schools - Satisfaction Survey - Achievement - Parents of secondary school students,bc-schools-satisfaction-survey-achievement-parents-of-secondary-school-students,Dataset,7f3f4661-1f15-4739-aa07-9a7ff1ab3a75,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AchievementSecondaryParentsHist.txt,txt,AchievementSecondaryParentsHist.txt,5eff80fc-7ba5-470c-ae09-d1ce13c17514,Data
BC Schools - Satisfaction Survey - Safety - Staff,bc-schools-satisfaction-survey-safety-staff,Dataset,7e4e318d-dfdc-4173-8d87-47b85d141e1e,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyStaffHist.txt,txt,SafetyStaffHist.txt,7b92b0ee-9b5c-44ba-b290-65510a135fcd,Data
BC Schools - Satisfaction Survey - Preparation for the Future - Staff,bc-schools-satisfaction-survey-preparation-for-the-future-staff,Dataset,77db5cfa-6266-4b0a-b2a3-d40ab3e76f89,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Staff alternate responses to Satisfaction Survey q...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/PreparationForTheFutureStaffHist.txt,txt,PreparationForTheFutureStaffHist.txt,38c083d8-646b-42db-b779-cfccf5d74a0e,Data
BC Schools - Satisfaction Survey - Alternate Responses - Grade 3 and 4 Students,bc-schools-satisfaction-survey-alternate-responses-grade-3-and-4-students,Dataset,74f12171-06f8-41a5-87ac-ca02e3157e22,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 3 and 4 students alternate responses to Sati...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AlternateResponsesGr3-4StudentsHist.txt,txt,AlternateResponsesGr3-4StudentsHist.txt,ce06ab8e-4ff3-4b14-8534-a8b921cdcf72,Data
BC Schools - Satisfaction Survey - Human and Social Development - Grade 3 and 4 Students,bc-schools-satisfaction-survey-human-and-social-development-grade-3-and-4-students,Dataset,67d457d7-456c-4ca5-9c8c-d4d6448015e3,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 3 and 4 students responses to Satisfaction S...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentGr3-4StudentsHist.txt,txt,HumanAndSocialDevelopmentGr3-4StudentsHist.txt,2db842e6-9265-496f-92c8-7c10cf1816b8,Data
BC Schools - Satisfaction Survey - Alternate Responses - Grade 7 Students,bc-schools-satisfaction-survey-alternate-responses-grade-7-students,Dataset,64e0bdc9-fe7f-4d9f-9e4b-957be3868fed,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 7 students alternate responses to Satisfacti...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AlternateResponsesGr7StudentsHist.txt,txt,AlternateResponsesGr7StudentsHist.txt,b3a24140-e22d-48b6-b93f-577c61d899f7,Data
BC Schools - Satisfaction Survey - Achievement - Grade 12 Students,bc-schools-satisfaction-survey-achievement-grade-12-students,Dataset,5ae41acf-c671-4f05-9624-0b996f85eacb,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AchievementGr12StudentsHist.txt,txt,AchievementGr12StudentsHist.txt,67ddab63-1ad1-42a8-8878-37fe33b9d14d,Data
BC Schools - Satisfaction Survey - Safety - Parents of elementary school students,bc-schools-satisfaction-survey-safety-parents-of-elementary-school-students,Dataset,59aae6f6-80b8-4adc-b8dc-fcbf59e936e5,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students responses fo...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyElementaryParentsHist.txt,txt,SafetyElementaryParentsHist.txt,68d7cd2b-e73e-4e0e-a327-ef2c4c432417,Data
BC Schools - Satisfaction Survey - Achievement - Grade 3 and 4 Students,bc-schools-satisfaction-survey-achievement-grade-3-and-4-students,Dataset,5565afd9-e86b-4745-b092-2fa3925438bc,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 3 and 4 students responses to Satisfaction S...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/AchievementGr3-4StudentsHist.txt,txt,AchievementGr3-4StudentsHist.txt,64ab5782-b370-4bfa-83f1-df6caf0a5e7f,Data
BC Schools - Satisfaction Survey - Health - Grade 12 Students,bc-schools-satisfaction-survey-health-grade-12-students,Dataset,4c186684-3a74-4182-a556-c789aae67460,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HealthGr12StudentsHist.txt,txt,HealthGr12StudentsHist.txt,db1f66c8-4d3e-4d42-b011-a196215f2985,Data
BC Schools - Satisfaction Survey - Safety - Grade 7 Students,bc-schools-satisfaction-survey-safety-grade-7-students,Dataset,46cf6d0a-c4a7-452f-ba4e-330cd5625a1b,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 7 students responses to Satisfaction Survey ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SafetyGr7StudentsHist.txt,txt,SafetyGr7StudentsHist.txt,2c3b2df3-72e5-416a-8140-5803941a5a81,Data
BC Schools - Satisfaction Survey - Human and Social Development - Parents of secondary school students,bc-schools-satisfaction-survey-human-and-social-development-parents-of-secondary-school-students,Dataset,440b12be-ddcc-4cd1-b3d1-c1ddf793e3fa,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of secondary school students responses to ...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentSecondaryParentsHist.txt,txt,HumanAndSocialDevelopmentSecondaryParentsHist.txt,425d43f5-2a2e-4633-be82-272c03432479,Data
BC Schools - Satisfaction Survey - School Environment - Grade 12 Students,bc-schools-satisfaction-survey-school-environment-grade-12-students,Dataset,42589d7d-2abc-4506-b80d-9fdf5c74e053,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 12 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/SchoolEnvironmentGr12StudentsHist.txt,txt,SchoolEnvironmentGr12StudentsHist.txt,b416b9bf-4a62-4aa3-8cd3-9d98ccc8d0ed,Data
BC Schools - Satisfaction Survey - Health - Grade 10 Students,bc-schools-satisfaction-survey-health-grade-10-students,Dataset,3ff98c2c-9f1d-45d9-8f3c-622906ccb4d6,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 10 students responses to Satisfaction Survey...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HealthGr10StudentsHist.txt,txt,HealthGr10StudentsHist.txt,c9d9afe9-7d2c-45aa-a864-8ea80ce93a66,Data
BC Schools - Satisfaction Survey - Human and Social Development - Parents of elementary school students,bc-schools-satisfaction-survey-human-and-social-development-parents-of-elementary-school-students,Dataset,33a3784f-ef87-4cf9-b493-f6484798c00f,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Parents of elementary school students responses fo...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HumanAndSocialDevelopmentElementaryParentsHist.txt,txt,HumanAndSocialDevelopmentElementaryParentsHist.txt,c6671b67-0591-4470-9dd5-ff29e1c516a6,Data
BC Schools - Satisfaction Survey - Health - Grade 3 and 4 Students,bc-schools-satisfaction-survey-health-grade-3-and-4-students,Dataset,32f3d3da-7ebc-4f65-a944-51224a4299f7,eef3ecb6-911a-4e3e-bba5-62d95bc99a25,"Ministry Of Education, Analysis and Reporting",Education,Open Government License - British Columbia,LOW-PUBLIC,Public,Public,2013-10-04,2015-12-22,Grade 3 and 4 students responses to Satisfaction S...,completed,http://www.bced.gov.bc.ca/reporting/odefiles/HealthGr3-4StudentsHist.txt,txt,HealthGr3-4StudentsHist.txt,93642868-d1f6-4b8e-994b-5d7689bc95a7,Data
